评论ID,分词结果
295499940224,因为 钱 是 通行 物 又 使 人 享受 钱 是 工具 是 人类 创造 的 工具 客观 上将 发生 的 苦难 归咎于 钱 那 是 冤枉 人家 出于 它 的 属性 钱 才 被 人 惦记 被 利用 交易 钱 是 万恶之源 是因为 因为 它 的 价值 人们 抢夺 它 占有 它 钱 不是 万恶之源 因为 根本 上 的 是 人 的 私欲 世界 上 没有 一口咬定 的 答案 因为 答案 的 意义 只 对 人类 来说 是 有 意义 的 我 打 这些 字 也 只是 有点 感慨 我 8 岁 时 2016 或 17 就 第一次 见到 了 这个 视频 后来 小学 才 打开 它 随着 时间推移 知道 的 更 多 对 钱 对 世界 都 有 了 新 的 看法 让 人 感慨 不同 时期 我 对 这个 视频 有过 不同 的 看法 让 人 思绪万千 啊
293049689201,余磊 周玄毅 当年 的 屠龙 少年 竟成 了 恶龙
293023969537,看 这个 辩论 时 我 的 观点 一直 在 钱 是 / 不是 万恶之源 之间 反复 横 跳
293010105873,钱 它 不是 人们 恶 的 本性 不是 之源 但 钱 让 人恶 的 本性 具象化 了
295417701920,好 牛
295336647824,Test
295287831776,26 年 前来 考古
295186480880,正方 三辩 因为 经济犯罪 进去 了
295079360304,直接 考古
292600098817,n 刷 经典
292595501985,听 的 好 上头 大家 太 厉害 了
292119900785,唇枪舌剑
292115564705,周玄毅 余磊 好像 都 栽 了
294411336896,太逆天 了 正方 太 吃亏 了
294262976304,我 猜 你 从 : 钱 是 万恶之源 来 的
294359035840,对 的 对 的
294248970032,我 认为 钱 从来不 是 万恶之源 它 只是 人类 社会 中 最 普遍 的 资源 载体 和 交换 工具 本质 上 就是 一张 中性 的 纸 真正 驱动 人 作恶 的 是 我们 内心 对 资源 永不 满足 的 贪婪 没有 钱 的 时代 人们 会 为了 土地 粮食 甚至 权力 互相 掠夺 钱 只是 恰好 成 了 当代 最 便捷 的 欲望 载体 把 恶 归结 于 钱 就 像 因为 妒忌 杀人 却 怪 受害者 太 优秀 一样 荒谬 诱因 不 等于 根源 催化剂 不 等于 源头 如果 钱 是 万恶之源 那比 钱 更 普遍 的 氧气 和 水 是不是 也 该 为 火灾 和 洪水 负责 构建 社会 规则 赋予 金钱 价值 的 是 人 自己 把 过错 推 给 一个 没有 生命 的 工具 不过 是 在 逃避 人性 真正 的 阴暗面 贪婪 才 是 那 张 始终 拉满 的 弓 钱 只是 恰好 经过 的 靶 没有 靶弓 的 欲望 依然 存在 真正 让 箭 射出去 的 从来 都 是 人 心中 那股 不知足 的 力恶 生于 人心 钱 只是 照出 它 的 镜子 而 不是 黑暗 本身
292145152529,认同
291871622113,我来 辣
293929822832,辩论 的 奖励 是 钱
292373615937,又 不是 用钱 做 恶事 得到 了 有 什么 的
291496940721,其实 反方 可以 说 如果 钱 是 万恶之源 那么 你 这个 人 一定 是 正直 的 吧 讨厌 恶 吧 那么 你 如果 辩论 算了 你 可不可以 把 奖金 平分 给 我们 呢 既然 钱 是 万恶之源 那么 这个 奖金 给 了 你 是不是 就让 你 拥有 了 饿 你 这个 人 是不是 会 变得 恶 呢 所以 就让 我们 反方 来 承担 这个 恶 的 罪名 吧 这样 他 如果 不 给 那么 他 就是 自己 打 自己 脸 他 如果 给 那么 还是 反方 赚 了
291580811713,这是 诡辩 而且 你 的 最后 一句 话 反方 赚 与 不 赚 感觉 直接 拉低 辩题 的 含金量 了 辩论 的 魅力 就是 在于 催动 大家 动脑 思考 或者 从中 得到 更 多 的 想法 体会 文采 语言 的 艺术 辩论 也 从来不 是 真的 为了 要 推倒 某 一方 的 观点 而 进行 的 也 不是 为了 奖金 啊
293899986096,评委 大嘴巴 子 给 你 扇 过来 了
293772938048,我 只能 说 钱 又 无罪 又 有罪 说 它 无罪 啊 钱 没有 主观 思维 且 跟 大米 等 物品 的 物价 是 性质 上 什么 的 是 一样 的 你 就算 在 平行 宇宙 中 没有 发现 钱 这种 东西 没有 发明 钱 这种 东西 而是 以 大米 作为 硬通货 的话 那 它 本质 上 也 是 差不多 的 说 说 它 有罪 的 点 吧 那 就是 钱 它 比 普通 物品 更好 藏 体积 更小且 不 容易 发出 大 声响 又 不重 这 使 小偷 和 嫌疑犯 方便 作案 让 很多 罪犯 有 了 方便 之点 快速 行动 当然 这 只是 个人观点 因为 我们 认为 这 很 复杂 我 认为 每个 人 都 应当 有 自己 的 想法 所以 不同 的 人 各 有 各 的 天赋 想法 不 一样 很 正常 所以 呢 我 认为 每个 人有 主观 想法 是 很 正常
291580953681,你 也 知道 钱 不是 主观 是 这个 形态 的 那 为什么 体积小 不 发出声响 是 它 的 罪 人才 是 有 主观 能动性 的 小偷 心中 的 贪念 才 是 罪
293896418464,回复 : 这 是 你 的 意见 我 不 反驳
293771609472,正方 三辩 余磊 去年 因为 经济犯罪 进去 了 从 某种程度 上 也 是 印证 了 这个 辩题
293710598000,还会 有人 来看 吗
293934196432,来 了
291375464417,我 猜 你 在 按 时间 排序
291610553553,监控 拆 了
293934331280,监拆 懂
293638114960,现在 是 2026 年 还 在 看 的 是 这个
291314649793,看 完 了 我 果然 是 更 吃 逻辑 流 尽管 因为 口齿清晰 辞藻 华丽 幽默诙谐 的 原因 我 一 开始 听 正方 辩手 会 觉得 很 舒适 情感 上 会 偏向 正方 但 当 话题 深入 反方 提出 的 观点 确实 更入 我心 导致 后面 听 正方 的 时候 频频 皱眉 觉得 正方 没有 从 逻辑 上 说服 我 带 着 这种 疑问 听 下去 时 正方 说 的 很多 话 都 有点 泛泛而谈 为了 升华 而 升华 后来 翻 评论 区 看到 这场 辩论 意义 重大 影响 了 国内 辩论 从 词藻 到 逻辑 的 转变 我 才 明白 这 确实 是 有 时代 局限性 了
293542130016,2026 前来 考古
293497382608,现在 还有 人 我 吃
291231148401,兄弟 现在 可以 吃 了
291231107969,想 吃 直说
291735504065,我 不行 了
291121051681,都 11 年 了 还有 20 多 个人 正在 看
291114764097,2026 . 作为 一个 热爱 辩论 的 人 我 真正 意识 到 了 我 与 专业 选手 之间 的 差距 啊
291018636161,2026 年来 考古 已经 有歌 了
291016169249,我 发现 大家 辩论 都 在 辩论 在 追求 财富 的 道路 上 钱 是 恶 / 删 很少 论点 在 阐述 在 获得 财富 之后 产生 的 恶行
291010739553,正方 是 针对 钱 的 用途 本身 反方 根据 人 心中 的 欲念 钱 换成 什么 都 是 一样 的
293061191712,可以 去 知乎 看 一下 对 本场 比赛 的 详细分析 里面 提到 了 不少 正反 双方 的 策略
290767658033,我 才 是 万恶之源
293025672480,正方 好 的 观点 都 在 最后 要是 早点 出来 可能 会 不 一样
292932067104,踢 小猫 小狗 多半 是 生活 不如意 真的 超雄 另算 那 就是 生理 缺陷 了 生活 不如意 因为 啥 啊 还是 因为 钱
290614418577,2026 年 考古 余磊 被 抓 了
292853951536,反方 马来亚 大学 用 了 几个 策略 万恶 归一钱 可以 引出 善意 这 一个 险棋恶 是 贯穿 始终 的 再 加上 马来亚 大学 一贯 的 重 逻辑 的 风格 和 自由 辩上 积累 的 一些 优势 最终 险胜 了 武大 武大 并 没有 在 本源 上下 太大 的 功夫 战场 聚焦 在 万 的 定义 就 容易 被动
290441542113,我 没 记错 的话 二十一 世纪 初 还有 二十 世纪末 那会 的 专科学校 比 本科 难考 一些
292842020704,有 确实 有 不过 那些 难考 的 专科 都 升本 了 我 几年 前 高考 的 时候 一些 警校 还是 专科 属于 路边 一条 现在 已经 600 分 了
290368966113,正方 屡次 提出 强奸 这个 话题 不妥 我 觉得 这个 话题 其实 是 一个 很 好 的 突破点 他们 说 出来 就 有些 自己 无法 在 这个 话题 上 照着 自己 的 逻辑 辩论 下去 的 意思 从 表达 还有 引领 节奏 等 角度看 他们 很 巧妙 的 用 强奸 貌似 隐含 羞耻 上 不了 台面 的 角度 而 掩盖 了 他们 无法 在 这个 方面 做出 有效 解答 的 事实 还有 嘛 就 像 做 判断 正误题 一样 举个 反例 一针见血 就是 最好 的 解答 方法 知道 这件 事情 在 一个点 上 解释 不通 当然 就要 主攻 这 一个点 喽
290320754417,26 年 考古
292592411408,666
290264147265,正方 口才 确实 很 好 但是 反方 逻辑 方面 明显 胜出 了 辩论 本 就 不该 专注 于 辞藻 的 华丽 和 感情 的 宣扬 截 一段 反方 一辩 的 原话 第一 世间 上 的 恶 可是 成千上万 难道 用 单一 的 钱 就 可以 解释 所有 的 恶 吗 强盗 杀人放火 也许 是 为了 钱 但 难道 今天 家庭暴力 虐待 儿童 甚至 是 种族 大屠杀 都 是 为了 钱 吗 第二 今天 钱 的 起源 其实 是 错综复杂 的 我们 无法 将 它 归类 成 一个 共同 的 源头 我们 知道 独裁者 排除异己 可能 是 为了 钱 但 难道 他 就 不 可以 为 权势 地位 或是 愚昧 吗 可见 如果 以钱 作为 万恶之源 是 有点 以偏概全 之 嫌 第三 今天 萨特 这位 哲学家 就 告诉 了 我们 人 具有 自由 意志 人 是 有 选择 的 权利 因此 人 必须 为 自己 的 行为 而 负起 一切 的 责任 我们 不 应该 把 一切 的 恶 的 罪行 都 怪罪 于 钱 上 同样 是 钱 但是 为什么 君子 求财 却是 取之有道 小人 求财 却是 偏偏 喜欢 偷盗 呢 可见 关键 根本 就 不 在于 钱 吧 第四 今天 如果 钱 是 万恶之源 为什么 有人 会 用 万恶之源 来 行善 呢 陈六水 先生 创办 了 南大而 我们 看 各地 的 华人 也 在 华东 的 大 水灾 时候 慷慨解囊 如果 钱 是 万恶之源 的话 那么 到底 这个 恶源 如何 结出 善行 呢
292593581216,其实 钱 并 不是 具体 的 东西 他 只是 价值 和 利益 的 体现 它 可以 是 任何 东西 比如 反方 说 过 拿 钱 赡养父母 也 是因为 赡养父母 这件 事 的 对于 自己 的 利益 大于 了 钱 本身 对 自己 的 利益 进行 了 利益 交换 求财 其实 就是 追求 利益 钱 其实 就是 稳定 的 利益 体现 只要 人 还要 实现 任何 的 自我 价值 实现 包括 生存 就 需要 对 自身 来说 的 利益 人 需要 追求 稳定 被 社会 认可 的 价值 体现 实现 对 自身 生活 的 价值 提升 用 稳定 的 价值 承载 物 交换 对 自身 来说 的 美好 所以 只要 人类 还有 任何 自我 价值 实现 的 需求 物质 世界 钱 就是 万恶之源
292595085648,但是 现实 世界 的 钱 和 概念 中 的 钱 还 有所不同 比如 反方 曾经 说 过 路边 遇到 小猫 踢 了 一脚 也 是 为了 钱 吗 导致 这个 举动 产生 的 因素 可能 有 很多 但 总归 究其原因 还是 为了 利益 踢 了 这 只 小猫 可能 获得 了 自身 希望 看到 的 内容 对 精神 世界 丰富 了 些许 也 有 可能 发泄 了 心中 的 不忿 无论是 哪 种 情况 你 说 他 变态 也好 厌恶 他 也罢 这个 行为 本身 也 是 在 追求 对 自身 的 利益 但是 这种 实现 非 物质 世界 追求 的 东西 不能 被 列入 例子 中 因为 他 本身 不合理 因为 讨论 的 万恶之源 不能 是非 物质 世界 的 东西 非 物质 世界 的 东西 不能 作为 万恶之源 所以 综合 考虑 物质 世界 的 最大 万恶之源 就是 钱 了 但是 硬 要说 精神 世界 的话 对 自身 精神 的 利益 何尝 不是 概念 上 的 钱 呢
292595864528,总结 一句 话 万恶之源 利益 利益 价值 钱 最 稳定 物质 价值 体现
292595883760,回复 : 由于 是 物质 价值 体现 所以 不能 把 精神 世界 一概而论
290053625793,精彩
292280454288,正方 的 维度 还是 不够 导致 说服力 不高 没有 把 钱 影响 真善美 和 人类文明 整体 发展 实际 受到 了 经济 发展 的 限制 真善美 是 人类文明 等级 加速 的 关键 要素
290018714785,说 原始人 的 那 是 以前 现在 有钱 了 干 啥 都行 没有 就是 个 屁 为了 满足 就 会 去 不 则 手段 去 赚钱
292229510352,2026 年 还 在 考古 的
289998061313,我来
289948964897,2026.2 . 15 打卡
292167219744,有人 吗
289940583057,2026 了 看 这 玩意儿 还是 颇 有 感触
289888375761,钱本应 是 经济 发展 的 工具 但 在 现实 中 被 人们 当做 了 上帝
289869686497,最近 又 火 了
292088256208,钱 不是 万恶之源 真正 的 源头 是 人 这个 物种 肮脏 幽暗 可怕
292903105168,钱 的 意义 是 人 赋予 的 没有 人钱 就是 废纸
293540790512,回复 : 反过来 没有 钱人 就是 肺雾
292079856208,正方 和 反方 互相 辩驳 也 是 为了 钱 因为 冠军 是 1 万元 奖金 亚军 是 5000 元 奖金
292078557520,袁丁 稳定 发挥 啊
292013765536,天风 证券 啊 太 可惜 了
289778066289,看 这个 不 开 弹幕 才 是 最舒服 的 弹幕 刷怪 笼
291969943968,大家 好 呀 现在 已经 2026 了 现在 关于 钱 的 讨论 已经 火 了 很 高兴 能 看 这次 辩论赛 与 许多 看过 这次 辩论赛 的 人 都 十分 值得 庆幸 我们 都 见证 了 它 的 成长
289741861073,可是 奖金 10000 元 啊
291933095936,来自 2026 年 考古
289654104721,好 喜欢 反方 4 辩
289654094513,正方 逻辑 上 或者说 辩题 上 不 占优势 吧 适合 打 优势 局
289654036545,开学 就要 参加 辩论 了 看看 这个 补补 脑
291841801600,考古 来 了 2026 年 了
291829233904,讽刺 啊
291781602560,1022
291762461808,有 26 年 的 人 吗
289614482721,有 的
291671352544,大家 好 我 是 墙头草 我 又 来 随风 摇摆 了
289458307249,感觉 正方 在 辩论 上 真的 赢 了 但 辩题 劣势
291605095888,2026 年 的 来 考古 了
291506932064,人 是 万恶之源
291488210016,当 正方 证明 了 万恶之源 中 的 万 是 极 多 而 非 全部 时 其实 反方 就 很 难 反驳 了 只能 揪 着 定义 本身 因为 客观 上 钱 确实 产生 了 极 多 的 恶性
291387917808,自由 辩 阶段 的 辩题 被 删减 了 一部分
291319677200,当年 - 7 岁
289090335569,我 感觉 钱 就是 另 一种 的 权
288966572337,三刷 了
288900005233,考古
291071833808,当时 的 合照
288857945361,2025 年 的 有 吗
288851270369,其实 谁 对 就 看 大多数 人 看 的 时候 想 让 谁 赢 就行了
291006071216,当个 台本 看
290998095696,考古
290914865536,2026 年 2 月 5 号 前来 考古 十年 了
288736214065,考古
290908116848,有些 人 呢 在 追求 财富 的 道路 上 本质 会 产生 一些 变化 可能 是 由 善变 恶 钱 能够 产生 极多 的 恶行 这 一点 历史 早有 证明 罗马 靠 征服 带来 了 财富 但 很快 在 放荡 之中 逐渐 凋零 圣经 里 说 有钱人 入 上帝 的 国 比 让 骆驼 穿过 针眼 还要 困难 然而 金钱 的 阴影 依然 挥之不去 看 视频 的 你 也 无法 摆脱 它 的 魔力 因为 钱 美国 人 强夺 他 国 利益 因为 钱 荷兰人 强迫 他 国 签订 条例 因为 钱 我们 把 人生 看做 一场 交易 在 金钱 的 诱惑 下 迷失 了 自己 钱本应 是 促进 经济 发展 的 工具 但 在 现实 中 金钱观 却 受到 了 别样 的 冲击 钱能 让 我 的 父母 不再 那么 辛苦 钱能 让 我 有 底气 对 不 公平 说 不 钱 能够 买来 时间 钱 能够 买来 药物 把 病魔 给 掐住 有了钱 我能 给 另一半 幸福 有了钱 不再 受 别人 的 挖苦 有了钱 我 或许 不用 这么 痛苦 不用 放弃 理想 孟子 说 人性 之善 也 犹水 之 就 下 也 我们 人 都 有 是非 恻隐 恭敬 羞辱 之心 这才 是 本心 这才 是 本性 钱 在 我 的 心底 砸 起 水花 我 却 对 它 的 恶 无法回答 在 金钱 魔杖 的 运转 之下 一步步 变成 追逐 它 的 傻瓜 为了 钱 现在 和 父母 很难 见面 为了 钱 我可以 不要 我 的 尊严 为了 钱 我 不再 拥有 私人 时间 为了 钱 我 曾经 累倒 住进 医院 因为 我 需要 钱 解决 我 的 温饱 因为 我 需要 钱 消除 我 的 烦恼 因为 我 需要 钱 撑起 我 的 骄傲 因为 我 需要 钱 开具 未来 的 发票 是 的 钱 是 万恶之源 我 的 灵魂 正在 走向 堕落 的 深渊 我 曾 感到痛苦 我 曾 茫然 无助 但 我 清楚 的 知道 我 离不开 钱 是 的 钱 是 万恶之源 但 我 需要 用 它 裹住 梦里 的 画面 多少 人 因为 钱心生 恶念 希望 我 没有 铤而走险 的 那天
290905323312,在场 的 女性 请 输入 文本
290898495904,现在 是 2026 年 2 月 5 日
288714061937,怀念 这个 时代
290873081936,有 2026 年 的 吗
288599268401,大家 有没有 考虑 到 是 什么 让 你们 想要 钱 是 为了 亲人 的 生命 是 为了 自己 的 生活 自己 的 未来 还是 单纯 的 为了 一个 物品 为了 钱 就 会 作恶 为了 钱 才 会 去 直面 自己 不愿 面对 的 困难 所以 钱 是 万恶之源 吗 是 什么 让 你 想要 钱 欲望 这是 一个 很 有意思 的 说法 举个 例子 当 你 想要 治愈 你 的 亲人 的 病症 就 很 需要 钱 就 会 想要 钱 在 这 过程 中是 欲望 催动 你 想要 钱 史记 中 写道 天下 熙熙 皆 为 利来 天下 攘攘 皆 为 利往 罗马 用 征服 得到 了 财富 但是 欲望 催动 才 会 行动 所以 金钱 不是 万恶之源
290742288944,绝了
290733544000,"有些 人 呢 在 追求 金钱 的 道路 上 本质 会 发生 一些 变化 可能 是 由 善变 恶 ... 钱 能够 产生 极多 的 恶行 这 一点 历史 早有 证明 罗马 靠 征服 带来 的 财富 但 很快 在 放荡 之中 逐渐 凋零 圣经 里 说 有钱人 入 上帝 的 国比 让 骆驼 穿 入 针眼 还要 困难 然而 金钱 的 阴影 仍然 挥之不去 ... 看 这段话 的 你 也 无法 摆脱 它 的 魔力 因为 钱 美国 人 不 把 自由 给予 奴隶 因为 钱 荷兰人 强迫 他 国 签订 条例 因为 钱 我们 把 人生 看做 一场 交易 在 金钱 的 诱惑 下 迷失 了 自己 ... 钱本应 是 促进 经济 发展 的 工具 但 在 现实 中 被 人们 当做 了 上帝 可当 我 真正 走向 了 社会 金钱观 却 受到 了 别样 的 冲击 ... 钱能 让 我 的 父母 不再 那么 辛苦 钱能 让 我 有 底气 对 不 公平 说 不 钱 能够 买来 时间 累 了 停下 独处 钱 能够 买来 药物 把 病魔 给 掐住 有了钱 我能 给 另一半 幸福 有了钱 , 不再 受 , 别人 的 , 挖苦 有了钱 我 或许 不用 这么 痛苦 不用 放弃 理想 , 找寻 谋生 的 门路 ... 孟子 说 人性 之善 也 犹水 之 就 下 也 我们 人 都 有 , 是非 恻隐 恭敬 羞辱 ... 这才 是 本心 这才 是 本性 钱 在 我 的 心底 , 砸 起 水花 ... 我 却 对 它 的 恶 , 无法回答 ... 在 金钱 魔杖 的 运转 之下 一步步 变成 追逐 他 的 傻瓜 ... 为了 钱 现在 和 父母 很难 见面 为了 钱 我可以 不要 我 的 尊严 为了 钱 我 不再 拥有 私人 时间 为了 钱 我 曾经 累到 住 进 医院 因为 我 需要 钱 解决 我 的 温饱 因为 我 需要 钱 消除 我 的 烦恼 因为 我 需要 钱 撑起 我 的 骄傲 因为 我 需要 钱 开具 未来 的 发票 ... 是 的 钱 是 万恶之源 我 的 灵魂 正在 走向 堕落 的 深渊 我 曾 感到痛苦 我 曾 茫然 无助 但 我 清楚 的 知道 我 离不开 钱 是 的 钱 是 万恶之源 但 我 需要 用 它 裹住 梦里 的 画面 多少 人 因为 钱心生 恶念 希望 我 没有 铤而走险 的 那 一天 ..."
288449856449,主要 是 武汉大学 这个 辩题 太 吃亏 了 但是 他们 四个 人 也 确实 厉害 在 这么 不利 的 辩题 下 还 能 有 来 有 回
290595532928,只是 个人观点 我 其实 感觉 现在 看 这个 有 些许 讽刺 意味 因为 好像 2025 的 时候 它 行贿 进去 了
288408047089,真的 是 神仙 打架
290500142528,2026 年 考古
290494010736,我 是 考古队 如 有 后来 人 记得 踢 我 一下
289421173889,咕咕 嘎嘎
288317847249,我 是 觉得 我 如果 是 反方 我 就 会 着重 看源 字 因为 你 想想 如果说 钱 是 万恶之源 那么 在 没有 钱 的 原始社会 他们 的 恶 岂 不 就是 无源之水 可是 就 我 了解 在 原始社会 里面 相互 攻伐 杀人 父母 淫辱 其妻 奴其 子女 依旧 有 之 公元前 到 公元 后 就 这 数千年 里 此 若 为 无源之水 竟存 之 如此 之 久 可能 乎 我观 之 万恶之源 乃是 人 之 欲 也 所谓 钱者 不过 为 其 所利谈 之 为源 不过 庸见 呃 之后 再谈 嗯 各种 欲 啊 嗯 比如说 色情 之 欲 啊 比如说 什么 呃口利 之 欲 然后 杀害 动物 比如说 什么 好美 之 欲 呃 杀害 呃 大象 啊 之类 的 然后 说明 嗯 钱 只不过 是 这种 交易 的 一环 它 只不过 是 呃 更加 有 便利 而已 呃 就 像 呃 风 一样 嗯 在 三国 时期 呃 赤壁之战 的 时候 风 就 吹 向 曹操 而 在 夷陵 之战 的 时候 风 就是 吹 向 刘备 的 钱 呢 就 像 双刃 之 剑持 剑者 若 为 侠士 则 是 仁义 之 剑持 剑者 若 为 恶徒 则 是 杀人 利器 源者 万变 之 不变 也 万变 之 不变 也 万变 由此 所出 也 岂会 有 橘生 淮南 为 枳 之变
288400621329,还是 那 番话 万 并 不是 一切 但 钱 象征 文明 进步 的 同时 也 带来 了 很多 恶行
288682234833,是 但 不是 源头 钱 只是 工具 钱 可以 说 是 原因 不 可以 说 是 源头
288682399137,呃 万恶之源 是 3 点水 的 源
290439082240,从 这里 来 的 钱 真的 是 万恶之源 吗 - 哔哩 哔哩
288237086689,钱 只是 价值 的 符号 真正 的 万恶之源 是 对 价值 的 需求
288223519681,毒品 贩卖 组 vs 强奸 逃案 组
290371522224,反方 演都 不演 了
288203644881,打卡
290353822992,我 应该 是 最后 一个 看 的 吧
288196939009,我们 期末考试 前 语文 老师 给 我们 放 的
290345715648,2026
288173536945,现在 我 陷入 了 观点 无处 施展 的 地方 希望 有人 能够 看到 这 条 微不足道 的 评论 吧 我 支持 正方 观点 钱 必须 是 万恶之源 现在 假若 坐在 观众席 上 的 你 有 一亿 十亿 甚至 百亿 的 货真价实 的 人民币 你 是否 还会 认为 坐在 你 旁边 的 那些 无比 凡庸 的 老百姓 和 你 同一 地位 呢 你 是否 还会 认为 他 跟 你 平等 呢 就算 你 拿 着 钱 去 做 善事 你 所 拥有 的 究竟 是 人 的 关怀 还是 神 的 慈悲 七 原罪 之 首 傲慢 诞生 了 而 当 拥有 100 亿 人民币 的 你 在 受尽 所有人 的 美言 美语 尊敬 甚至 是 跪 在 脚边 的 乞求 时 受到 了 刺耳 的 侮辱 被 把 金钱 当做 上帝 的 人 奉 为 上帝 的 你 是否 还会 像 曾经 平庸 的 你 一样 忍气吞声 呢 暴怒 之罪 如 脱缰 的 野马 在 你 的 心灵 里 冲撞 甚至于 说 那个 平庸 的 你 是不是 因为 那个 侮辱 你 的 人 是 你 的 老板 给 你 工资 给 你 提供 生存 的 人 你 没 了 他 活不下去 你 只能 低头 呢 有 了 无限 的 金钱 当然 可以 砸 下 一段 你 所 满意 的 爱情 砸 到 你 满意 为止 甚至于 说 哪怕 依托 精神 的 爱情 你 也 必须 得 有 物质 的 维护 我们 都 不能 被 饿死 啊 色欲 之罪 解开 束缚 你 随时 可以 接下 这份 诱惑 当 你 拥有 无限 的 金钱 你 自然 可以 坐吃山空 为山 根本 就 吃 不空 怠惰 之罪 就 像 躺 着 的 你 一样 就 那么 在 那 呢 只要 有钱 只要 有钱 你 就 可以 随意 释放 自己 的 恶念 而 不用 担心 一切 的 后果 面对 这 可以 实现 你 一切 恶 的 钱 你 又 怎么 能 保证 自己 不会 用 无限 恶 的 手段 去 抢夺 呢 钱 所 代表 的 不 只是 经济 单位 而是 一个 未 被 兑换 的 世界 的 窗口 一切 你 想要 的 东西 一切 你 所 渴求 的 东西 都 可以 在 钱 的 购买 和 拥护 下 实现 钱 是 这个 时代 所有 欲望 的 保障 如果 钱 不是 万恶之源 那 人性 何在 所以 钱 只能 是 万恶之源
288173801841,我 后悔 自己 不 在 现场 但 这样 灵感 乍现 的 力量 毕竟 不是 踏实 的 实力 只 希望 未来 的 我 能够 完成 自己 的 小说 哪怕 只是 寻求 金钱 的 拥护 我 也 希望 自己 的 精神 能够 因为 这 媒介 而 自由
