评论ID,分词结果
243302735536,其实 读书 是 为了 让 自己 快乐 是 为了 找到 自我 也 是 为了 让 自己 独立 的 爱国 思想 和 民族意识 觉醒 不 受 资本 裹挟 向前走 而是 会 为了 心中 的 理想 努力 的 勇敢 的 坚定 的 做 逆 行者
243200986288,除了 扫盲 其它 都 是 生意 消费
243012107297,罗 老师 我 低分 飘过 啦 谢谢 你
243123934864,看到 弹幕 刷 为 中华 之 崛起 而 读书 我 不 否认 我 希望 打 这句 话 的 人 不是 空口无凭 他们 真的 为 中华 之 崛起 而 读书
243121598720,读书 也 不能 否定 辛亥革命
243090270497,回复 : 视频 后半段 罗 老师 也 补充 道 辛亥革命 之后 革命 纲领 也 很快 从 驱除 鞑虏 转变 为 五族 共和 他 只是 客观 的 叙述 事实 不 存在 任何 的 褒贬
243313632896,说 他 否定 辛亥革命 的 是 真的 没 看过 原文 啊 单说 以 排满 为 目标 的 辛亥革命 的 宣传 中 这句 话 是 直接 引述 论文 的 且 排满 确确实实 是 那个 时期 的 一个 思潮 后面 又 提倡 五族 共和 了 这 是 有 提到 的 啊
243313797776,回复 : 我 发现 很多 人 根本 没 看过 视频 许多 人 盯住 一句 话 就 开 骂 且 不 谈罗翔 后面 谈 梁启超 时 强调 了 五族 共和 与 健全 的 爱国 观单 这 一句 话 也 确确实实 是从 论文 中 找到 的 而且 针对 排满 也 有 专门 的 论文 考证 其中 不乏 社科 基金项目 和 官网 文章
243184169345,回复 : 我 现在 也 发现 很多 人 就是 跟风 无脑 黑 不过 这 一期 视频 也 确实 是 有些 深度 的 我 历史 也 不好 我 也 是 看 了 好几遍 才 看 明白 一点
243389917408,回复 : 我 对照 了 原文 发现 原文 表述 已经 很 谨慎 了 观点 其实 就是 反对 民族 歧视 与 民族 仇恨 算得 上 是 老调重弹 在 某种程度 上 其实 是 有 zzzq 加持 的 他 对 辛亥革命 就 提 了 两次 分别 阐述 了 排满 思潮 的 出现 与 转变 这 都 是 有 史学界 的 相关 研究 背书 的 能 被 骂 也 是 离谱 了 互联网 上 断章取义 搞 跟风 黑 的 人太多 了
243258888417,回复 : 匿名 发言 又 不用 负 什么 责任 可能 生活 中 的 负面 情绪 无处 发泄 吧 所以 只能 在 网络 上 重拳出击 发表 一些 黑 别人 的 言论 在 他们 的 小团体 里 博得 一些 认同 吧 找 找 存在 感
243524429040,回复 : 罗 老师 很多 所谓 的 争议 言论 如果 进行 考究 的话 其实 本身 就 有 争议 其中 不乏 某些 人 的 断章取义 张冠李戴 像是 新 视频 本来 谈 的 是 辛亥革命 的 宣传 现在 以讹传讹 成 本质 目的 之类 的 我 都 要 怀疑 罗 老师 是不是 惹 到 什么 人 了
243525043760,回复 : 你 再 去 看 一下 我 的 评论 我 提到 罗 老师 原话 以 排满 为 目标 的 辛亥革命 的 宣传 中 结果 在 宣传 中 之前 的 语句 都 被 标蓝 搜索 了 却 自动 忽视 了 宣传 你 就 知道 为啥 这么 多人 骂 他 了 都 没 几个 人有 去 找 原文 跟 你 辩 的
243397999521,回复 : 怎么 就 应该 了
243100166144,有没有 可 推荐 的 哲学 方面 的 书
243094366272,我们 为什么 要 读书 我 正式 劝 同志 们 读 一点 书 免得 受 知识分子 的 骗
243054657568,支持 罗 老师 五 日元 一条 删除 括号 内 文字
242934897281,每天 线上 打卡 单词 用 背 duo 分 的 那个 闯关 答题 蛮有意思 边玩 边学
243031032976,hh
242953166849,hh
242909994273,永嘉 上 01 石勒 发迹 生存 还是 死亡 堕落 还是 崛起 并州 杂胡该 如何 抉择 - 哔哩 哔哩
243000873168,为了 不 被 反动 知识分子 蒙骗
243091626640,谁 是 正动
242971429985,回复 : 否定 之 否定
243322714752,回复 : 拳头 大 就是 正动 咯
242991244768,人 的 一生 中 成功 只是 一时 的 失败 才 是 主旋律 而 如何 面对 失败 却 将 人 分成 了 不同 的 种类 人生 最为 辉煌 的 一天 并 不是 功成名就 的 那 一天 而是 从 悲叹 和 绝望 中 产生 对 人生 挑战 的 欲望 并且 勇敢 的 迈向 这种 挑战 的 那天
242988642720,这 道理 很 简单 人 不 读书 就会信 网红 胡说八道 嘛
242869967521,2024 年 9 月 24 日来 学习 罗翔 老师 讲话
242975258000,老师 今天 问 读书 的 意义 我 下课后 跟 老师 说 现实 来说 是 为了 工作 与 生活 但 理想 来说 是 为了 丰富 自己 的 价值观念 认清 自己 的 渺小 并 持之以恒 的 去 提升 自己 当然 读书 的 目的 与 意义 从不 局限于 半亩 田地 更 多 我 认为 应该 成为 自己 的 价值 引领 与 行为准则 学 有所思
242970528304,看 了 好多遍 了 每次 心情 低落 或者 飘 的 时候 来 听听 罗 老师 的 教诲
242958783008,哇 这个 好 可爱
242836942129,人 一定 要 读书 读书 的 目的 是 获取 知识 获取 知识 的 目的 在于 运用 反复 运用 知识 解决问题 经过 再 思考 再 沉淀 知识 才 有 可能 转化成 智慧 智慧 才 是 对 人类 社会 有 创造性 价值 的 成果 而 读书 的 过程 容不得 虚假 读书人 一定 要 务实 @
242913984736,说 的 道理
242795916033,以前 还 行
242776866337,谁 能 帮 我 写日记
242775610961,罗翔 老师 的 光辉 岁月 - 哔哩 哔哩
242878708736,没 啥 道理 和 酸儒 劝 农奴 宁死不屈 守住 气节 一样 现在 早已 不是 六七十年代 没有 包 分配 包 住房 大家 为了 整 到 一份 好 工作 交车 贷 房贷 就 已经 算是 焦头烂额 了 仅 有 的 空余 时间 还要 休息 一下 哪里 来 的 精力 和 时间 去 读 那 厚厚 一本 的 名著 如果 不去 做 那 功利性 的 行为 恐怕 祖孙三代 都 只能 给 别人 打工 说 的 有 一些 道理 但 我们 需要 的 不是 理想主义 的 道理 而是 实实在在 的 利益
242768291361,为什么 罗 老师 总 喜欢 搞 读书人 的 人设 给 自己 加护 盾
242877692928,读书 没 啥 用 现在 大学生 都 找 不到 工作
242818305184,如何 阅读 一 本书 读书 不是 炫耀 读书 是 培养 智慧 读书 如 吃饭 供给 人 养分
242806037488,读书
242687470673,因为 你 自己 总结 不 出 人生 经历 获得 不了 人生 阅历 所以 你 需要 靠 读书 来 获得
242770878304,是 摄像机 的 声音 吗 老 感觉 有人 笑
242733757168,读的书 越多 我 越 觉得 这 一辈子 也 读 不 完 自己 喜欢 的 书
242725270592,读书 没有 目的 读书 本身 就是 目的
242610619313,当 被 雨淋 湿后 这 是 再 递 你 一把 伞 你 肯定 会 打伞 但 你 都 淋湿 了 你 打伞 又 有 什么 用 呢 你 为什么 要 打伞 因为 你 不想 再 被 淋湿 了
242564089617,感谢 其中 一句 话 : 一个 有 智慧 的 人 一定 很 谦虚
242646438160,读书 能 让 我 觉得 安心 人 经常 会 焦虑 但是 读书 的 时候 很少 会 焦虑 这种 读书 不是 说 你 上课 学习 而且 在 没人 要求 你 这么 做 的 时候 你 自己 选择 读 喜欢 的 书 有 意义 的 书
242547132209,不是 读书 没用 是 我们 读 的 那点 书 没用
242552128113,非 也 非 也
242507882417,我 的 理解 是 一 开始 肯定 要读 自己 喜欢 的 书 不然 根本 读 不 下去 之后 读的书 足够 多 或者 是 有 自己 的 一些 认知 体系 之后 再 去 读 那些 挑战性 的 书
242506696593,我学 CPA 是 为了 能 赚 更 多 的 钱 考过 了 找到 高 工资 的 工作 后 我 才能 有 心情 和 精力 去 看 别的 书 不然 真的 没 时间 我 也 不是 富 二代 还要 边 上班 边 学习
242565765344,对 自己 说 加油
242559169792,经典
242404844881,我 不 知道 啊 我 看斗罗 大陆 的 啊
242443814256,总结 一下
242343692849,老师 你 别说 了 我 买
242325635057,为什么 这个 视频 看 不了
242416105520,看 的 了 你 卡 了 吗
242325693857,多 读书
242401511392,这 简直 是 一篇 优秀 的 议论文
242471999408,你 别说 我 还 真是 因为 写 论文 来看 的
242379371072,罗翔 老师 太 厉害 了
242373636432,省流 : 真正 的 大师 永远 怀着 一颗 学徒 的 心
242355325872,读书 为了 走出 洞穴 人生 的 唯一 目的 就是 超越 今生
242220823137,我 的 感受 就是 读书 读 的 好 的话 尽可能 不 按照 别人 的 意愿 生活
242220181025,腹有 诗书 气自华
242214594401,将 书 作为 一种 真理 迷茫 时唯书 永远 可信
242133015888,长存 空杯 心不为 所知 障
242121370160,罗翔 老师 你 没见识 过 底层 社会 你 理解 不了 功利 啊
241968074977,很棒
241826170401,怎么 看不到
242055098576,我 也 看不到 搞清楚 为什么 的话 麻烦 踢 我 一脚 谢谢
241803136113,罗 老师 推荐 的 如何 阅读 一 本书 是 这本 吗
241914113665,是 的
241931056081,回复 : 好 的 谢谢 答复
241827185920,喜欢 罗 老师
241758458736,这个 道理 我 早就 想到 了 诶 知识 是 积累 人 的 智慧 是 会 在 日常 里 流露 的
241638218529,法律 的 解读 空间 过大 请问 老师 为什么 法律 领域 没有 出现 一种 像 数学公式 / 语言 计算机 语言 的 法律 语言 用来 尽量 逻辑 化 严谨 化 单义 化 法律 内容
241810161057,你 可以 创造 一个
241606546001,我 感觉 偶尔 活在 诗歌 里 下雨天 里 梦里 可能 这 就是 意识 操控 的 好处 看到 感动 的 事情 瞬间 就 会 泪流满面 伤心 是 真的 伤心 开心 也 是 真的 惊艳 也 是 真的 成长 也 是 真的
241606288081,我 觉得 读书 学习 实用 的 知识 然后 经历 一些 事情 读懂 一些 作品 至少 我 是 为了 能 听到 更好 听 的 歌曲
242048799936,读书 是 真的 能 引发 思考 的 至少 我 觉得 活得 更 透彻 让 我 感到 满足
241616678032,太有 哲理 了 点赞
241567483249,因为 我 足够 渴望
241561696993,想 多 读书 的 朋友 可以 看看 我 的 主页 哦 持续 更新 分享 好书 经典 句子 总有 一款 你 喜欢 的
241555145441,读书 为了 打磨 更好 的 自己
241587868656,我读 不 下去
242338570624,需要 人先 静下来
241547652704,将 苦难 作为 自己 的 人生哲学 这会 陷入 悲剧 论 吗
241476999953,为了 改变 为了 看到 更 美好 的 风景 事物 遇见 更好 的 自己 或 她
241527853249,不管 你 说 什么 反正 我 就 要点 踩
241414303025,为 移民
241443427200,3343
241443552496,222222
241431340752,好 了 世界 和平 了
241427840016,丁真 你 说得对
241410836640,我 就 去 拍 了 部 电影 决战 中途岛
241406886864,读书 其实 是非 是 有 必要 的 要么 成为 奴隶 要么 成为 挣脱 枷锁 的 执牛耳 者
241389360976,我 承认 我 无知 因为 我 越是 阅读 越发 觉得 自己 很 渺小
241344398801,非 功利 读书 不是 浪费时间 吗
242338554032,如果 你 觉得 你 一天 的 时间 都 可以 用来 读书 那 你 早就 死 了
241335394097,我们 活着 是 为了 吃饭 还是 吃饭 是 为了 活着
242338802368,肯定 是 后者 呀 活着 的 目的 包括 吃饭 吃饭 肯定 是 为了 活下去
241332980561,以前 我们 是 为了 中华 崛起 而 读书 现在 我们 是 为了 不 被 中华 淘汰 而 读书
241354388400,可是 读完 书 就要 去 挣钱 啊
242338908432,说 了 多读 非 功利 的 书 让 自己 感觉 到 自己 的 无知
241274461457,思想 的 力量
241274351345,理想国
241305963152,破碎 虚空
241288545680,7 : 37 打翻 的 牛奶 关不上 的 门窗 卡住 的 衣服 .. 他们 认为 我 太 过于 小题大作 了 他们 认为 我 不 正常 他们 认为 我 是 疯子 没 人 了解 我 也 没人会 理解 我 怎么 了 我 为什么 这么 做 只有 我 自己 才 知道 我 怎么 了 我 为什么 会 变成 这样 以及 其他 的 . 你 是 你 我 是 我 我们 终究 是 两个 世界 的 人 我们 的 道路 可能 会 偶尔 交汇 但 也 仅仅只是 交汇 罢了 没有 沟通 没有 其他 的 什么 事 紧紧 只是 路上 的 过客 罢了 对于 你 来说 我 是 对于 你 来 水 我 是 我 终将 理解 不了 你们 你们 也 理解 不了 我 我 也 无法 原谅 自己 和 自己 的 过去 及 错误 和解 拥 我 入怀 的 只有 死亡 暂终
241219369345,总结 一下
241182525649,罗 老师 说 的 读书 似乎 并 不是 现今 普通人 上学 的 那个 读书 现在 的 人 上 学校 读 的 不是 这个 书
241190733152,为 中华 之 崛起 而 读书
241151367041,有没有 好书 推荐
241156762928,罗翔 老师 好 爱 听 你 讲话
241155834640,为 人民 之 崛起 而 读书 消灭 世界 所有 权贵
241130242929,读书 是 为了 获取 能力 获取 资源
241130205553,非 功利性 的 读书 可以 归 到 获取 能力 里
241130207297,获取 资源 就是 通过 考试 证明 能力 获取 资格
241104625601,当 有人 在 岁月 静好 就 会 有人 负重 前行
241070219665,读书 的 意义 是 时代 赋予 的 不同 的 时代 有着 不同 的 意义 时代 与 社会 紧密联系 影响 这 人们 的 价值观 也 就 形成 了 唯有读书高 的 观点
241079460432,提高 下限
241041058321,辗转难眠
241027469905,总结 下来 就是 书以 明智
241013628561,""" 在 反思 中 发现 幸福 并非 唯 学历 或 努力 程度 所 能 定义 每个 人 的 生活 轨迹 和 幸福 标准 各异 重要 的 是 保持 积极 心态 理解 并 尊重 每个 人 的 不同 选择 "" 突然 发现自己 也 被 中式 教育 荼毒 了 今天 看到 付航 脱口秀 他 说 不管怎样 你 的 人生 才 刚刚开始 我 觉得 很 对 开心 最 重要 我们 要 有 一个 好 的 心态 不管怎样 你 的 人生 都 不会 完蛋 可 我 又 在 想 哪些 年少 不 努力学习 的 人 凭 什么 可以 活 得 那么 开心 他们 明明 不配 在 该 奋斗 的 年纪 混吃 混 喝 长大 了 依然 幸福 人生 那 我 这么 多年 努力 为了 什么 突然 被 自己 的 想法 吓 到 了 原来 我 也 会 心里 不 平衡 我 暗暗 把 人 分为 三六九等 你 不 努力 就 不配 过 幸福 人生 可 事实 不是 这样 的 谁 能 定义 人 一定 要 怎样才能 获得 幸福 那 在 唯 学历 论 我 发现 原来 我 是 这样 的"
240975426449,我 读书 少
240965958097,马上 1949101 的 播放 量
240982001728,读书 没有 非 功利性 的 读书 的 功利 就是 为了 让 自己 变得 更好 无论是 灌 鸡汤 还是 读 经典
241647390544,不要 把 目的 和 功利 概念 混淆
242338798624,区别 是 你 的 目的 带不带 功利性
240974644400,读书 可以 让 人 保持 思想 活力 让 人 得到 智慧 启发 让 人 滋养 浩然之气
240938532177,吃 得 苦 中苦方 为 苦 中苦
240927765505,成功 与 智慧
240899561617,所以 看 什么 书好 呢 看 政治 和 哲学
240894372688,传承
240870822272,似乎 弹幕 与 评论 没有 弄清 读书 和 上学 的 区别
241174043137,我 也 不 清楚 你 能 和 我 说 说 么 下 北泽大 天使
242339001408,上学 大部分 读 的 是 功利性 的 书 希望 以后 可以 多非 功利性 去 阅读
240854033168,1949 万 播放 留念 为 中华 之 复兴 而 读书
240850441792,还有 23 个人 在 看
240829309360,现在 呢 为什么 要 读书
240808795632,因为 书 就 在 那
240808066048,所以 说 读书 是 为了 帮助 我们 自己 挣开 狭隘 的 见识 对 吗
240798561809,一天 一遍 自己 不想 总结 工作 的 时候 就 用 这个 视频 稍微 激励 一下 自己
240761050017,因为 不想 连 13.11 和 13.8 谁 大都 分不清楚
240622562096,耕 所以 养生 读 所以 明道 此 耕读 之 本原 也 而 后世 乃假 以谋 富贵 矣 围炉 夜话
240535150208,我 选择 读书 的 原因 是 : 1 . 用 理论 联系实际 解决问题 2 . 兴趣爱好 3 . 求知
240176832240,读书 是 为了 面对 事情 的 时候 不再 向 以往 虚假 的 规则 所 左右
239935644736,读书 是 为了 自己 想要 的 生活 而 生活 不是 目的 宇宙 为 字 由 而 存在
239714171920,魔鬼 代言人
239653692320,一个 赞读 10 页 书
239647028496,可是 现在 中国 的 传统 教育体制 下 其实 造成 了 很多 学生 仅仅 为了 读书 而 读书 并 不在乎 初衷 和 本心 了 但 你 要说 读书 不是 为了 名利 但 如果说 这话 的 人 没有 多大 的 成果 有 谁 听 他 的 砖家 随便 BB 几句 都 是 真理 对于 普通人 就是 讲要 读书 努力 像 他们 一样 站 到 最高 的 位置 这是 为了 什么 而 读书 同样 在 教育 过程 中 很多 时候 大家 都 只 关心 成绩 并 不 观赏 道德 万般皆下品 惟有 读书 高 失去 了 人性 之前 复旦大学 那 几个 人 再 往前 很多很多 的 人 读书 有 改变 他们 的 恶性 吗 因为 只 看到 了 他们 的 数字 没有 看到 真正 的 人 我们 崇尚 儒家 从小 就读 人之初 性本善 但读 这个 只是 为了 考试 而已 这 完全 没有 意义 这 只是 教 没有 育 再 就 成绩 考核 上 最后 进入 高等教育 的 人 往往 都 是 所有 科目 都 很 优秀 的 人 那 专科 很强 的 人 呢 在 工作 上 很 有 作用 但入 职 就 看 学历 专生 怎么 发挥 我们 读书 一直 不是 因为 热爱 只是 为了 考试 拿到 分数 毕业 找 工作 辛勤工作 一辈子 然后 累 的 像头 驴 我 清楚 的 记得 我 以前 的 一次 教师节 那 时候 很多 老师 收到 学生 的 花 结果 转手 就 丢进 垃圾桶 学生 看见 了 也 并 不 感到 奇怪 这 是因为 这些 节日 已经 完全 形式化 流 于 表面 有 几个 送花 的 是 为 感谢 大部分 都 是 为了 拉 进 关系 分于 此 我 更 愿意 接受 真正 的 道德教育 真正 的 思想 教育 能 为了 共产主义 而 奋斗 而 不是 在 幽暗 的 灯光 下 无脑 背单词 轻喷 @
239577669792,为 天地 立心 为生 民 立命 为 往 圣继 绝学 为 万世开 太平
239558200096,请问 一下 老师 别人 把 你 两个 东西 搞 丢 了 你 自己 很着急 而 那个 人 是不是 得 赔 你 精神损失费 只 找到 了 一个 别人 用 不用 赔 你 丢失 的 那个
242339208208,肯定 要 得 呀 要 对面 找到 找 不到 就 经济 赔偿
239553927072,先 收藏 哈 休息 时候 看
239507114912,"才 发觉 自己 读书 太 功利性 的 这 本书 能 让 我 赚大钱 吗 ? 不能 "" 那 我 不读 这 本书 能 让 我 获得 超乎 常人 的 眼界 吗 不能 那 我 还是 不 读 "" 这 本书 能 让 我 通晓 古今 吗 不能 既然 不能 那 就 没用 没用 我 就 不读 这 本书 能 让 我 获得 快乐 吗 ? "" "" 大抵 是 能 的 我 读完 很 快乐 快乐 能 让 我 赚大钱 吗 ? """
242339198800,收获 快乐 就 很 不错
239450459584,课 代表 总结 : 罗翔 老师 探讨 了 读书 的 目的 和 意义 提出 读书 不 只是 为了 功利性 的 成功 更 重要 的 是非 功利性 的 阅读 它 能 培养 谦卑 提供 面对 人生 挑战 的 勇气 阅读 让 你 意识 到 自己 的 无知 从而 开启 智慧 的 大门 通过 阅读 文学 历史 哲学 作品 与 伟大 的 灵魂 对话 培养 世界观 思考 人生 的 目的 和 信念 超越自我 抵制 浮华 和 虚荣 与 苦难 和解 要点 - 功利性 阅读 与非 功利性 阅读 的 重要性 - 承认 无知 是 智慧 的 开端 阅读 让 人 谦卑 - 文学 历史 哲学 阅读 对 人生 的 深刻影响 - 阅读 的 目的 是 培养 智慧 而 非 炫耀 知识 - 挑战性 阅读 能够 帮助 个人成长 超越自我 局限 - 非 功利性 阅读 能 提供 真正 的 人生 勇气 抵制 成功 主义 价值观 -- 由 召唤 发送 其他 AI 工具 点头 像 自取
239450064064,总结 一下
239167668864,带 着 目的 的 读书 希望 从 读书 中 获得 什么 都 是 功利 的 为了 考试 而 读书 为了 成功 而 读书 为了 读书 而 读书 甚至 是 为了 知识 而 读书 什么 是非 功利 的 陶渊明 说好 读书 不求甚解 每有 会意 便 欣然 忘食
239732206192,那么 不带 目的 的 人 只是 为了 看书 而 看书 就 叫 非 功利 吗
239793277200,假如 某个 从不 看书 的 人 今天 无意 中看 了 罗翔 老师 的 视频 说 到 看书 可以 培养 自己 的 谦卑 是 多 好多 好 的 事情 而 从此 发誓 今后 要 多多 看书 要 成为 一个 高尚 的 人 要 与 过去 的 自己 要 与 那些 从不 看书 的 人 做出 切割 这 就是 为了 看书 而 看书 我 觉得 是 功利性 的 如果 他 不 同意 我 上述 观点 坚持 认为 读书 对 他 而言 是 一件 充满 乐趣 的 事 我 认为 就 是非 功利 的
242339350992,这个 取决于 当时 阅读 的 心境 其实 也 很 难化 界限
238969101824,学习 没用 吗 你 买菜 的 时候 用 得到 勾股定理 吗 但是 学习 可以 决定 你 是 买菜 还是 卖菜 的 人
242339427968,人家 标题 是 在 说 读书 学习 难道 不 需要 读书 嘛 也 没 说 不让 你 功利性 读书 呀
238852616432,我 走 在 那条 前人 走过 的 那条 路 人 不少 我 不 知道 它 通往 哪 但 周围 人 都 走 我 没有 办法 哪怕 有 无数条 通往 终点 的 路 哪怕 它 的 终点 通向 深渊 但 我 依然 却 只能 走 它 为什么 我 傻 吗 因为 我 是 被 推着 走 的
238816962288,刚看 完 雷电 芽衣 过来 洗 脑子
238813431296,段 视频 通过 零碎 化 的 信息 侵入 人 的 大脑 但是 这种 信息 往往 庞杂 且 只会 在 你 脑 中过 一遍 虽然 人们 在 一定 时候 确实 能 了解 到 相关 的 信息 但是 绝大多数 人 都 只是 过 一遍 脑子 却 不 懂得 复习 与 思考 这 便是 观看 者 的 通病 不过 我 他 妈 都 刷 短 视频 了 我 还 思考 我 一天 从早到晚 累死累活 的 就 只是 想刷个 段 视频 放松 开心 开心 那 也 是 但是 我 相信 时间 就 像 海绵 里 水挤 一挤 总会 有 的 你 静下心来 认真 读 本书 去 思考 自我 你 的 思想 会 进步 短 视频 往往 让 我们 逃离 现实 的 生活 中 但是 现实 一定 会 在 某个 时刻 将 你 拉 回 现实 之中 与其 麻木 的 活着 我 更 愿意 任受 清醒 的 痛苦 所以 有 思想 有 目标 一定 要 付出 行动 害怕 个 啥 年轻 的 你 本 就 一无所有 难道 你 要 打 一辈子 工给 别人 剥削 你 一辈子 的 机会 一切 决策 来源于 思想 的 形成 而 一切 决策 的 实行 需要 的 是 你 的 实际行动 这 需要 你 不断 的 学习 和 思考 这个 社会 本来 就是 一本 读 不 完 的 书 我们 行色匆匆 往往 不 懂得 了 去 相互 借鉴 和 翻阅 路 还 很 很长 我们 每 一次 选择 岔路 口 每 一次 踏出 脚步 这 都 需要 莫大 的 勇气 所以 我 希望 朋友 你 和 我 都 能 勇敢 起来 勇气 是 唯一 的 信仰
238724000112,懂得 越多越 无奈 把 尤其 是 自身 没有 任何 底牌
239165194832,那 是 懂得 还 不够 多 罗曼罗兰 说 世界 上 只有 一种 英雄主义 就是 看清 生活 的 真相 却 依然 热爱 它
242339438000,乐在其中
238565262320,04 : 44 承认 自己 的 无知 是 开启 智慧 的 的 大门
238319428192,我活 在 这个 世上 无时无刻 都 在 接受 成功 主义 的 熏陶 如果 能非 功利 的 去 阅读 当 我 再次 读 到 出淤泥而不染 的 时候 我 该是 怎么样 一种 思想
242339609088,你 可以 做到 不 受 外界影响
238310871760,听 睡着 了
238228581216,读书 有 三重 目的 第一 是 教人 明辨是非 无论是 人情世故 还是 社会 还是 科学知识 都 是 教 你 明辨是非 认识 这个 世界 认识 人性 不是 用 立场 而是 讲道理 用 逻辑 和 事实 第二 就是 学习 知识 进行 科学 研发 培养 人 的 创造力 培养 人 的 创新能力 第三 就是 所谓 的 谋生 用 这份 知识 去 找 一份 工作
242339714768,这里 只有 第一种 不会 影响 其他人 只会 影响 到 自己 我 认为 属于 非 功利
238208266624,我 怎样才能 不 随便 不 迷茫 ...
238208477888,失去 了 不 甘心 还 能 怎么办
239732725616,回复 : 人 不是 受 过去 支配 的 取决于 你 对 过去 的 人 事物 所 赋予 的 意义
238183417984,摘抄 于 08 : 25 那 我们 怎么 阅读 呢 有 很多 人 说 我 读 着 读 着 就 忘 了 记住 读书 不是 为了 炫耀 读书 只是 为了 培养 你 的 智慧 有 谁 记得 昨天 吃 了 什么 记得 三天 前 吃 了 什么 虽然 记不住 但 这些 都 成为 了 你 的 养分 读书 也 是 这样 很多 时候 我们 好 读书 不求甚解 我们 并不需要 记住 那些 精彩 的 段落 我们 只 需要 去 读 慢慢 的 就 成为 了 我们 的 养分
238157379632,罗翔 是 法律 的 技术员 还是 有 自己 立场 的 智者
238132645360,都 说 兴趣 是 学习 的 老师 可是 不是 所有 的 家长 老师 都 不会 引导 大多数 都 没有 条件 从 小学 开始 老师 就 教育 我们 读书 我 感觉 读书 的 最终 目的 就是 为了 钱 死记硬背 校园生活 充斥 着 压抑 下午 放学 吃完饭 就要 回去 没有 一点 给 大脑 放松 的 时间 学习 让 父母 老师 觉得 可以 得到 大量 金钱 罢了 过 上 吃喝 不愁 的 日子 @
242339751408,所以 这是 整个 社会 的 问题 如果 自己 能 调整 就 只管 自己 就 好
238113005728,所以 什么 是 读书
238192216304,欺騙 自己
238765010176,与 人类 高尚 灵魂 的 对话
238083971600,罗翔 老师 求求 你 帮帮我
238029511072,刚看 了 个 视频 读书 是 为了 筛选 劳动力 高中 筛选 50 体力 劳动者 大学 筛选 60 的 初级 脑力劳动者 以此类推 只能 说 仁者见仁 智者见智 初入 社会 的 我 只 感觉 理想主义 在 现实主义 面前 不值一提
242339853216,视频 里 说 的 一点儿 也 不 理想 并 没有 否定 现实
237760199648,为了 中国 的 下一代
237755636544,思维 导图
238007224736,你 在 哪 一层 呢
237730661456,非 淡泊 无以 明志非 宁静 无以 致远
237714050672,让 我 不再 愚蠢 的 活着
237674396544,读书 是 为了 看到 我们 的 渺小 培养 我们 的 谦卑 坦然 面对 挫折 痛苦 死亡 生出 我们 对 万物 的 尊敬 勇敢 活着 的 智慧
237612129632,老师 好
237595732880,真的 感谢 大学 时 不顾一切 沉浸 在 图书馆 读书 的 自己 那 段时间 塑造 了 自己 的 价值观 当然 不能 以 工作 累为 理由 就 放弃 读书 我 还要 继续 读
237295603936,just 读 it
237288803568,好看
